Plaza,Tienda,Zona,lat,lon,background_avg,best_effort_avg,video_avg,voice_avg
10PBA-C,50CPN,Cholula,19.0624972,-98.2747917,null,null,null,null
10VHT-C,50ASJ,Chontalpa,17.9990568,-93.3698276,null,null,null,null
10CAN-X,50B3I,SURESTE,20.6705742,-87.1168534,null,null,null,null
10CAN-X,50H5N,SURESTE,21.1396404,-86.8797372,null,null,null,null
10PBA-T,5083O,SURESTE,19.315664,-97.9105348,null,null,null,null
10TGX,50URT,SURESTE,16.7453331,-92.63164839999999,null,null,null,null
10CAN-U,503ZV,SURESTE,21.0176795,-89.8750682,null,null,null,null
10CAN-CI,50EKR,Chichen_Itza,21.1599834,-88.1434733,null,null,null,null
10PBA-T,50UK4,SURESTE,19.9574165,-97.9637835,null,null,null,null
10TGX,50Q9Y,SURESTE,27.0796999,-109.4620111,null,null,null,null
10CAN-CI,5059R,Chichen_Itza,21.0702082,-89.6671554,null,null,null,null
10VCZ-C,50WR9,Cordoba,18.7205125,-97.3007745,null,null,null,null
10VCZ-CC,50NQ4,Coatzacoalcos,17.8887099,-94.96236390000001,null,null,null,null
10PBA-T,50YQS,SURESTE,19.3166779,-97.92109939999999,null,null,null,null
10TGX,50CWF,SURESTE,16.7396195,-93.1026409,null,null,null,null
10VHT-C,50PFR,Chontalpa,48.3091205,18.0987386,null,null,null,null
10VHT-O,50I34,Oaxaca,17.0755495,-96.719506,null,null,null,null
10VHT-O,50FEI,Oaxaca,16.3214551,-95.2398213,null,null,null,null
10TGX,50UAE,SURESTE,14.9343995,-92.2550389,null,null,null,null
10VCZ-X,50S7W,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-O,502BV,Oaxaca,17.0737663,-96.70331089999999,null,null,null,null
10VHT-C,503RK,Chontalpa,18.423963,-93.17339799999999,null,null,null,null
10TGX,509I3,SURESTE,14.898548,-92.2608527,null,null,null,null
10VCZ-B,50ZUT,Boca_del_Rio,19.1873884,-96.1338447,null,null,null,null
10VCZ-C,50YZ8,Cordoba,18.8946576,-96.9348902,null,null,null,null
10CAN-X,50HZH,SURESTE,20.6805333,-87.0530895,null,null,null,null
10CAN-CI,50QKG,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-B,50QWV,Boca_del_Rio,19.1537784,-96.1152413,null,null,null,null
10TGX,50IXJ,SURESTE,16.7170779,-93.16290629999999,null,null,null,null
10CAN-X,50DQR,SURESTE,20.6700356,-87.1219964,null,null,null,null
10CAN-U,50GKU,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-A,50KMN,Angelopolis,19.0552831,-98.2325559,null,null,null,null
10CAN-X,50BWH,SURESTE,20.6371904,-87.0898943,null,null,null,null
,,,19.16546,-96.15702,null,null,null,null
10PBA-A,50NJH,Angelopolis,19.0344197,-98.2217217,null,null,null,null
10TGX,50BVR,SURESTE,16.7559034,-93.1229465,null,null,null,null
10TGX,50ULY,SURESTE,16.7571382,-93.1626659,null,null,null,null
10CAN-CI,50VG9,Chichen_Itza,21.0729052,-89.6596307,null,null,null,null
10VCZ-P,50NFS,Poza_Rica,20.4622657,-97.0834612,null,null,null,null
10VCZ-B,50UCK,Boca_del_Rio,19.1612356,-96.13010469999999,null,null,null,null
10CAN-CI,50RKA,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10TGX,50JXJ,SURESTE,16.2533937,-92.1366819,null,null,null,null
10VHT-O,50LLG,Oaxaca,15.77114,-96.14267,null,null,null,null
10TGX,50NBB,SURESTE,16.7373883,-92.636923,null,null,null,null
10PBA-T,50KYA,SURESTE,19.1810729,-98.2368218,null,null,null,null
10PBA-A,50DRV,Angelopolis,19.0591604,-98.23086819999999,null,null,null,null
10PBA-C,50SVO,Cholula,18.6036034,-98.4664135,null,null,null,null
10VCZ-B,50EX1,Boca_del_Rio,19.1914151,-96.1275175,null,null,null,null
10TGX,50XSG,SURESTE,16.689146,-93.7195181,null,null,null,null
10TGX,50DN2,SURESTE,16.7353129,-93.1186177,null,null,null,null
10PBA-V,50TOZ,SURESTE,19.0651344,-98.1069029,null,null,null,null
10CAN-U,50GJY,SURESTE,19.3575812,-90.7245018,null,null,null,null
10CAN-X,50GXY,SURESTE,20.6587453,-87.0848772,null,null,null,null
10PBA-A,50KYO,Angelopolis,18.9966729,-98.21901229999999,null,null,null,null
10PBA-A,50FLC,Angelopolis,19.0374768,-98.223842,null,null,null,null
10CAN-X,505C6,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-U,50MAW,SURESTE,19.8282869,-90.5458733,null,null,null,null
10VCZ-P,50TWD,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-X,50CMY,SURESTE,18.4944226,-88.2900846,null,null,null,null
10TGX,50SSN,SURESTE,21.2474689,-102.3316999,null,null,null,null
10VCZ-P,50JWB,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
10TGX,50MS5,SURESTE,16.7230331,-92.6300931,null,null,null,null
10CAN-K,50BCX,Kukulkan,21.1567149,-86.8326118,null,null,null,null
10TGX,50KTQ,SURESTE,16.7330048,-92.6351341,null,null,null,null
,,,19.1847864,-96.1487219,null,null,null,null
10CAN-CI,50FMS,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-CC,50XFZ,Coatzacoalcos,17.9976289,-94.6387724,null,null,null,null
10CAN-CI,50NSN,Chichen_Itza,33.7454725,-117.867653,null,null,null,null
10TGX,50EIO,SURESTE,15.0109249,-92.408521,null,null,null,null
10CAN-U,50EAY,SURESTE,20.96815,-89.62987,null,null,null,null
10TGX,50DFO,SURESTE,16.7617677,-93.3724012,null,null,null,null
10CAN-U,50I6R,SURESTE,20.9673702,-89.5925857,null,null,null,null
10VHT-C,50DD5,Chontalpa,17.9553783,-93.0197605,null,null,null,null
10CAN-CI,50N38,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-P,50IFD,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-B,50PKU,Boca_del_Rio,19.1707806,-96.1248675,null,null,null,null
10VHT-C,50LZS,Chontalpa,18.4049278,-93.21940389999999,null,null,null,null
10PBA-A,50HPE,Angelopolis,19.0461231,-98.2054285,null,null,null,null
10VCZ-B,50Z47,Boca_del_Rio,19.1365301,-96.1192986,null,null,null,null
10VHT-C,50LMC,Chontalpa,34.0522342,-118.2436849,null,null,null,null
10PBA-C,50POV,Cholula,19.0633538,-98.2976465,null,null,null,null
10CAN-U,50052,SURESTE,20.9681469,-89.62987240000001,null,null,null,null
10VCZ-X,50NOZ,SURESTE,19.17362,-96.18174,null,null,null,null
10VCZ-C,50VVA,Cordoba,18.8461102,-97.09087939999999,null,null,null,null
10PBA-A,50CKN,Angelopolis,19.0413476,-98.20262299999999,null,null,null,null
10CAN-X,50WRA,SURESTE,19.5775148,-88.0448669,null,null,null,null
10VCZ-C,50QU6,Cordoba,19.2125855,-96.9624683,null,null,null,null
10TGX,50YZH,SURESTE,16.6428176,-93.0075642,null,null,null,null
10VCZ-B,50EMA,Boca_del_Rio,19.1597541,-96.1410283,null,null,null,null
10VCZ-B,50KTM,Boca_del_Rio,19.1495271,-96.1262546,null,null,null,null
10VCZ-C,50SPR,Cordoba,19.1472388,-96.2236849,null,null,null,null
10CAN-CI,50RPG,Chichen_Itza,20.7006847,-88.1837336,null,null,null,null
10VCZ-B,50SOW,Boca_del_Rio,19.1569797,-96.1470502,null,null,null,null
,,,19.1683756,-96.11456969999999,null,null,null,null
10OAX,509NT,Oaxaca,15.8602097,-97.0572385,null,null,null,null
10VCZ-C,50CEU,Cordoba,18.0840357,-96.124578,null,null,null,null
10PBA-V,50LZH,SURESTE,19.0015941,-98.182346,null,null,null,null
10CAN-U,50KJN,SURESTE,19.8657494,-90.5090278,null,null,null,null
10VCZ-X,500J9,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-C,50R4P,Cholula,19.1129824,-98.23772629999999,null,null,null,null
10VCZ-CC,50OKC,Coatzacoalcos,18.161031,-94.5517615,null,null,null,null
10VCZ-C,50FUC,Cordoba,18.8506834,-97.0837504,null,null,null,null
10VCZ-C,50GTD,Cordoba,18.444726,-96.35615879999999,null,null,null,null
10VCZ-C,50WY0,Cordoba,18.8524511,-96.9121745,null,null,null,null
10VHT-V,50VWF,SURESTE,17.9822823,-92.8254733,null,null,null,null
10TGX,50GZH,SURESTE,14.9097235,-92.26400810000001,null,null,null,null
10VCZ-X,50ASG,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10TGX,50MQJ,SURESTE,16.7257879,-92.66213809999999,null,null,null,null
10PBA-C,501I4,Cholula,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-CI,50CA1,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-C,50VM4,Cordoba,18.2376162,-96.13414309999999,null,null,null,null
10VHT-C,50VEU,Chontalpa,37.4180951010362,-122.098531723022,null,null,null,null
10TGX,50DY8,SURESTE,16.7523239,-93.0713944,null,null,null,null
10CAN-K,50F0E,Kukulkan,21.160299,-86.8484908,null,null,null,null
10TGX,50NB4,SURESTE,15.6851709,-93.2122536,null,null,null,null
10TGX,50QFM,SURESTE,16.7198979,-92.64498499999999,null,null,null,null
10CAN-X,50SKB,SURESTE,20.5133989,-86.9461557,null,null,null,null
10VHT-O,505Z2,Oaxaca,17.0795403,-96.7049749,null,null,null,null
10TGX,501AX,SURESTE,16.7516009,-93.1029939,null,null,null,null
10TGX,500EX,SURESTE,14.9167221,-92.2511739,null,null,null,null
10CAN-U,50FIV,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-U,50XVW,SURESTE,20.9681469,-89.62987240000001,null,null,null,null
10VHT-O,504WV,Oaxaca,16.1793426,-95.1986163,null,null,null,null
10VCZ-C,50LIB,Cordoba,18.0805005,-96.1183004,null,null,null,null
10VCZ-B,50NIU,Boca_del_Rio,19.1449156,-96.1126125,null,null,null,null
10VCZ-C,50HUB,Cordoba,18.9006385,-96.94895389999999,null,null,null,null
10VCZ-B,50RQ3,Boca_del_Rio,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-C,50JPB,Cholula,19.041829,-98.2301277,null,null,null,null
10VCZ-B,50UBE,Boca_del_Rio,19.173773,-96.1342241,null,null,null,null
10VCZ-C,50N3C,Cordoba,18.9761613,-96.725703,null,null,null,null
,,,19.1959998,-96.1339464,null,null,null,null
10CAN-K,50BHM,Kukulkan,32.5314237,-117.0365326,null,null,null,null
10PBA-A,50TYS,Angelopolis,19.0443058,-98.1981715,null,null,null,null
10VHT-V,50NHV,SURESTE,17.9941646,-92.9309226,null,null,null,null
10CAN-CI,50SL9,Chichen_Itza,20.6924783,-88.2010694,null,null,null,null
10VCZ-X,503JF,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-B,50KSP,Boca_del_Rio,19.1148833,-96.1059067,null,null,null,null
10TGX,50BSG,SURESTE,14.911784,-92.26652059999999,null,null,null,null
10CAN-CI,50IYT,Chichen_Itza,20.9634691,-89.5438664,null,null,null,null
10CAN-U,50BMH,SURESTE,20.9189627,-89.62634159999999,null,null,null,null
10CAN-CI,50KMO,Chichen_Itza,21.2826789,-89.66398699999999,null,null,null,null
10VCZ-B,50KDM,Boca_del_Rio,19.1517366,-96.1299028,null,null,null,null
10VCZ-B,50SZR,Boca_del_Rio,19.1780491,-96.1288426,null,null,null,null
10VCZ-X,50NOP,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-CC,50HEY,Coatzacoalcos,18.0711542,-94.41115459999999,null,null,null,null
10VCZ-B,50KPB,Boca_del_Rio,19.1107371,-96.10772279999999,null,null,null,null
10CAN-U,50VAA,SURESTE,19.8589698,-90.486221,null,null,null,null
10VHT-V,50NJ9,SURESTE,18.6460475,-91.80624019999999,null,null,null,null
10VCZ-CC,50CKZ,Coatzacoalcos,17.9939225,-94.5466067,null,null,null,null
10VCZ-X,5097X,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-K,50TUM,Kukulkan,21.1543094,-86.827682,null,null,null,null
10PBA-V,50221,SURESTE,19.2153425,-97.8230748,null,null,null,null
10VHT-C,50YTQ,Chontalpa,17.560923,-92.95040840000001,null,null,null,null
10CAN-X,50UYB,SURESTE,20.6265825,-87.07865919999999,null,null,null,null
10VHT-C,50KED,Chontalpa,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-CI,50GAL,Chichen_Itza,45.0144582,-122.9368525,null,null,null,null
10CAN-CI,50BPV,Chichen_Itza,20.9681469,-89.62987240000001,null,null,null,null
10CAN-U,50XGV,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-V,50DNP,SURESTE,18.0005333,-92.94631710000002,null,null,null,null
10CAN-K,50IBN,Kukulkan,21.1519172,-86.89979180000002,null,null,null,null
10VHT-O,50QVQ,Oaxaca,16.1793486,-95.1941824,null,null,null,null
10VHT-V,5090R,SURESTE,18.6626257,-91.81393560000001,null,null,null,null
10VCZ-X,50MVZ,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-V,50EUI,SURESTE,18.6520642,-91.8344069,null,null,null,null
10VHT-O,50724,Oaxaca,17.0758488,-96.71461570000001,null,null,null,null
10PBA-A,50ORE,Angelopolis,19.0634533,-98.2211963,null,null,null,null
10TGX,50DLK,SURESTE,14.9111627,-92.26478949999999,null,null,null,null
10VCZ-P,50O2L,Poza_Rica,20.5159601,-97.4426283,null,null,null,null
10TGX,50YJE,SURESTE,16.7976573,-93.271866,null,null,null,null
10VCZ-C,50KV4,Cordoba,19.4329497,-99.1402753,null,null,null,null
10VCZ-X,50YS1,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-P,50USS,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-X,5040X,SURESTE,21.0924392,-86.8694647,null,null,null,null
10CAN-K,50QEE,Kukulkan,21.1850249,-86.8094366,null,null,null,null
10VHT-V,50QLZ,SURESTE,18.6533139,-91.7921049,null,null,null,null
,,,19.1914151,-96.1275175,null,null,null,null
10PBA-T,50YXB,SURESTE,19.58769,-98.57027769999999,null,null,null,null
,,,18.4472699,-95.2088113,null,null,null,null
10PBA-V,50FUP,SURESTE,19.1380944,-97.6477541,null,null,null,null
10CAN-U,50T88,SURESTE,20.9659836,-89.68893969999999,null,null,null,null
10VCZ-C,50YRX,Cordoba,18.2376197,-96.1334159,null,null,null,null
10CAN-X,50HIY,SURESTE,18.5282903,-88.29598299999999,null,null,null,null
10PBA-T,5067W,SURESTE,19.5922395,-98.5662849,null,null,null,null
10CAN-X,50TFQ,SURESTE,20.5071703,-86.9446237,null,null,null,null
10VHT-C,50IJH,Chontalpa,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-O,5017S,Oaxaca,19.4341367,-99.140895,null,null,null,null
10CAN-X,50ZYE,SURESTE,20.2114428,-87.4649185,null,null,null,null
10MEX-P,50ZCY,CENTRO,19.473605,-99.154264,null,null,null,null
10CUE-T,505D3,CENTRO,19.297703,-99.0627775,null,null,null,null
10QRO-CT,50FAP,CENTRO,20.5666069,-100.3671152,null,null,null,null
10PCK-N,5061W,CENTRO,19.5224954,-99.2203419,null,null,null,null
10PCK-I,501EI,CENTRO,19.7752211,-99.20721259999999,null,null,null,null
10CUE-CU,508T5,CENTRO,18.6481439,-99.15599480000002,null,null,null,null
10CUE-I,50NU9,CENTRO,19.4008032,-98.9166637,null,null,null,null
10MEX-CT,503F7,CENTRO,19.4360584,-99.1356679,null,null,null,null
10MEX-S,503U7,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10CUE-CV,509NE,CENTRO,18.0004538,-99.5429599,null,null,null,null
10CUE-CU,50A7X,CENTRO,19.2402318,-98.8558894,null,null,null,null
10CUE-CV,50NDZ,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10CUE-CU,50696,CENTRO,19.3188392,-98.8886672,null,null,null,null
10CUE-CU,50MNH,CENTRO,18.6133453,-99.1752328,null,null,null,null
10CUE-CP,50KO2,CENTRO,18.3453603,-99.536755,null,null,null,null
10MEX-S,50BHA,CENTRO,19.3123043,-99.24398149999999,null,null,null,null
10MEX-S,5082R,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10PCK-GM,50FIU,CENTRO,19.5183864,-99.1608694,null,null,null,null
10MEX-CT,50J6V,CENTRO,19.4111472,-99.144033,null,null,null,null
10MEX-AP,503EA,Aeropuerto,19.4239239,-99.0655917,null,null,null,null
10MEX-P,505YO,CENTRO,19.4445307,-99.1788953,null,null,null,null
10PCK-T,50J5D,CENTRO,19.6325634,-99.0291307,null,null,null,null
10CUE-CV,5060,CENTRO,18.8716498,-99.0738621,null,null,null,null
10PCK-GM,50NM9,CENTRO,19.5377457,-99.031565,null,null,null,null
,,,37.4180951010362,-122.098531723022,null,null,null,null
10MEX-CC,50XO4,CENTRO,19.3754117,-99.1442316,null,null,null,null
10MEX-CT,50EPX,CENTRO,19.3457125,-99.1744655,null,null,null,null
10MEX-CT,505QH,CENTRO,19.4302678,-99.1373136,null,null,null,null
10CHU-JA,50EJU,Juarez_Antiguo,31.69193,-106.40392,null,null,null,null
10MEX-S,50CCY,CENTRO,19.3348462,-99.1964816,null,null,null,null
10CUE-CU,50LEH,CENTRO,18.8343694,-98.94553529999999,null,null,null,null
10MEX-S,50V68,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10PCK-I,501UB,CENTRO,19.5528336,-99.2595637,null,null,null,null
10CUE-CV,50LR2,CENTRO,18.9420693,-99.2425312,null,null,null,null
10PCK-GM,505UH,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10CUE-T,50VXD,CENTRO,19.2798828,-99.1668167,null,null,null,null
10PCK-N,507EI,CENTRO,19.5471826,-99.1659241,null,null,null,null
10MEX-CC,50APD,CENTRO,19.3688315,-99.14555039999999,null,null,null,null
10MEX-CT,50S69,CENTRO,19.4276061,-99.16083719999999,null,null,null,null
10PCK-I,50OA5,CENTRO,19.5688926,-99.2144828,null,null,null,null
10PCK-Z,500N1,CENTRO,19.8662905,-99.0557268,null,null,null,null
recently-added,,,37.4180951010362,-122.098531723022,null,null,null,null
10MEX-CC,50LR4,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10LGA-T,50BKW,NORTE_BAJÍO,25.6833194,-103.3411957,null,null,null,null
10CUE-A,50C3R,Acapulco,16.8600051,-99.8838806,null,null,null,null
10PCK-N,50F12,CENTRO,19.4732374,-99.2331524,null,null,null,null
10MEX-CC,50CLJ,CENTRO,19.3878555,-99.2536818,null,null,null,null
12NEO,52WKI,Leon_Bara,21.1018751,-101.5806685,null,null,null,null
10CUE-CU,50N2G,CENTRO,19.2797142,-98.9423415,null,null,null,null
10PCK-GM,509EQ,CENTRO,19.6071152,-99.0567634,null,null,null,null
10PCK-T,5051V,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10PCK-I,50PT8,CENTRO,19.5762412,-99.25119559999999,null,null,null,null
10CUE-CU,50YCL,CENTRO,18.8507636,-98.94385419999999,null,null,null,null
10CUE-CP,50ICB,CENTRO,18.359878,-99.54225129999999,null,null,null,null
10CUE-CU,50CJY,CENTRO,19.2070756,-98.7618849,null,null,null,null
10GTO-L,505PA,Leon,21.1315639,-101.6534081,null,null,null,null
10MEX-AP,50BRW,Aeropuerto,19.4181593,-99.1171577,null,null,null,null
10PCK-I,50QOZ,CENTRO,19.6975648,-99.1871233,null,null,null,null
10CUE-CV,50BQJ,CENTRO,18.8553421,-99.24114589999999,null,null,null,null
10MEX-CT,5035L,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10CUE-CV,500U9,CENTRO,18.951395,-99.21933059999999,null,null,null,null
,,,37.4180951010362,-122.098531723022,null,null,null,null
10CUE-I,50FBO,CENTRO,19.3512692,-98.8568876,null,null,null,null
10LGA-SN,50AUY,NORTE_BAJÍO,22.1556587,-100.9986069,null,null,null,null
10PCK-Z,506O3,CENTRO,19.7885931,-99.0579915,null,null,null,null
10PCK-GM,50NDI,CENTRO,19.5080066,-99.0396026,null,null,null,null
10CUE-CU,50BJC,CENTRO,18.7051625,-98.7999969,null,null,null,null
10MEX-AP,502WM,Aeropuerto,19.4241713,-99.1386219,null,null,null,null
10MEX-S,50INN,CENTRO,19.3931855,-99.1531481,null,null,null,null
10MEX-P,50316,CENTRO,19.4414059,-99.1628291,null,null,null,null
10MEX-S,50R1E,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10MEX-AP,50Q4Q,Aeropuerto,19.4167578,-99.1297197,null,null,null,null
10GTO-L,50P8X,Leon,21.1291835,-101.6600682,null,null,null,null
10PCK-Z,50ZKP,CENTRO,19.5850377,-98.56660769999999,null,null,null,null
10MEX-P,50BED,CENTRO,19.435731,-99.1831131,null,null,null,null
10QRO-S,507OB,CENTRO,20.5209484,-99.90425669999999,null,null,null,null
10LGA-SN,50BGZ,NORTE_BAJÍO,22.1620672,-100.9498275,null,null,null,null
10CUE-CP,50GAO,CENTRO,18.3457296,-99.5220897,null,null,null,null
10CUE-T,50MY8,CENTRO,19.3051749,-99.13226080000001,null,null,null,null
10CHU-JA,50CD2,Juarez_Antiguo,31.6072648,-106.478903,null,null,null,null
10PCK-I,50GXQ,CENTRO,19.5458167,-99.2979641,null,null,null,null
10PCK-N,50M2J,CENTRO,19.4591343,-99.2302589,null,null,null,null
12NEO,52FNG,Leon_Bara,20.732873,-101.9503336,null,null,null,null
10GTO-GA,50P43,Guanajuato_Aguascalientes,21.3634678,-102.8436668,null,null,null,null
10PCK-T,50WI2,CENTRO,19.6740042,-99.0284137,null,null,null,null
10MEX-CT,50HV2,CENTRO,19.3968781,-99.16553449999999,null,null,null,null
10PCK-Z,50042,CENTRO,19.7423727,-98.959801,null,null,null,null
,,,37.4180951010362,-122.098531723022,null,null,null,null
10CUE-CP,50664,CENTRO,16.8970065,-99.82086319999999,null,null,null,null
10CUE-CP,50UUW,CENTRO,18.3527328,-99.55480949999999,null,null,null,null
10CUE-CU,50P20,CENTRO,19.2662074,-98.8815495,null,null,null,null
10MEX-CT,5064N,CENTRO,19.4165647,-99.156643,null,null,null,null
10PCK-N,50RWQ,CENTRO,19.4757031,-99.25777149999999,null,null,null,null
10CHU-S,50XNJ,Chihuahua_Sierra,37.4180951010362,-122.098531723022,null,null,null,null
10MEX-CT,50EK3,CENTRO,19.4250699,-99.14771239999999,null,null,null,null
10CUE-CV,5043P,CENTRO,18.8536981,-99.2236083,null,null,null,null
10MEX-CT,5053V,CENTRO,19.4348441,-99.14722789999999,null,null,null,null
10CUE-CV,50430,CENTRO,18.7285217,-99.39925749999999,null,null,null,null
10CUE-T,505TB,CENTRO,19.3147961,-99.1193297,null,null,null,null
10PCK-Z,504KP,CENTRO,19.8037837,-99.0993053,null,null,null,null
10PCK-N,505HW,CENTRO,19.6176895,-99.162978,null,null,null,null
10MEX-P,50CUF,CENTRO,19.4357072,-99.16948239999999,null,null,null,null
10PCK-T,5010G,CENTRO,19.5442171,-99.0728323,null,null,null,null
10MEX-S,5013M,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10PCK-I,50F4G,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10PCK-GM,50A5C,CENTRO,19.5331042,-99.06760519999999,null,null,null,null
10CUE-CU,509XA,CENTRO,18.8135046,-98.953516,null,null,null,null
10MEX-CT,508A4,CENTRO,19.4056618,-99.14966079999999,null,null,null,null
10MEX-P,50CHS,CENTRO,19.4348648,-99.1762773,null,null,null,null
10GTO-GS,50AVS,Guanajuato_Sur,20.5483375,-101.4537562,null,null,null,null
10MEX-P,5014U,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10MEX-P,50CLV,CENTRO,19.4648168,-99.1803822,null,null,null,null
,,,20.42233,-100.06511,null,null,null,null
10UMI-VI,505MH,Ciudad_Victoria,22.3324736,-97.8743852,null,null,null,null
10CUE-CV,50CJ7,CENTRO,18.9030371,-99.1735748,null,null,null,null
10CHU-JA,501XC,Juarez_Antiguo,30.4007357,-107.9114516,null,null,null,null
10PCK-GM,502RL,CENTRO,19.4826263,-99.1153806,null,null,null,null
10CHU-JA,50KG1,Juarez_Antiguo,28.7018641,-106.1537518,null,null,null,null
10MEX-AP,50A8V,Aeropuerto,19.420851,-99.094279,null,null,null,null
10GTO-GS,502BY,Guanajuato_Sur,20.5632433,-101.2037866,null,null,null,null
10PCK-GM,503RM,CENTRO,19.6013203,-99.0474345,null,null,null,null
10CUE-T,50TZQ,CENTRO,19.2814245,-99.1656888,null,null,null,null
10LGA-D,5073V,Durango,25.9528549,-105.3665445,null,null,null,null
10PCK-T,50VJ5,CENTRO,19.6649173,-99.1245872,null,null,null,null
10GTO-A,50AAB,Aguascalientes,21.8997356,-102.3020848,null,null,null,null
10PCK-GM,509TQ,CENTRO,19.5992086,-99.035873,null,null,null,null
10PCK-GM,50M61,CENTRO,19.6293318,-99.1205475,null,null,null,null
10LGA-D,50VA7,Durango,23.8759898,-104.2588266,null,null,null,null
10GTO-Z,50E8C,NORTE_BAJÍO,22.7758575,-102.624828,null,null,null,null
10CUE-CP,508BR,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10LGA-D,50IX4,Durango,23.9944689,-104.6731875,null,null,null,null
10CUE-A,5032C,Acapulco,16.8636378,-99.883949,null,null,null,null
10MEX-P,50CGV,CENTRO,19.4380755,-99.1477343,null,null,null,null
10PCK-T,50C2V,CENTRO,19.5630134,-98.9064136,null,null,null,null
10GTO-GS,50BR2,Guanajuato_Sur,20.5745445,-101.2144829,null,null,null,null
10GTO-A,509ZV,Aguascalientes,21.8979957,-102.3103062,null,null,null,null
10PCK-P,50EGL,CENTRO,20.07948,-98.7452612,null,null,null,null
10MEX-P,50B31,CENTRO,19.4511458,-99.19028379999999,null,null,null,null
10UMI-M,50423,Matamoros,25.8700652,-97.5656933,null,null,null,null
10PCK-I,50EDD,CENTRO,19.7103957,-99.16360510000001,null,null,null,null
10GTO-L,50AOT,Leon,21.1010227,-101.6725644,null,null,null,null
10UMI-M,50DQY,Matamoros,25.8541068,-97.5186168,null,null,null,null
10GTO-GA,500VV,Guanajuato_Aguascalientes,21.2754148,-101.8266331,null,null,null,null
10CHU-S,50XEO,Chihuahua_Sierra,28.6685419,-106.0951647,null,null,null,null
10MEX-CT,50BDM,CENTRO,19.4022776,-99.1694332,null,null,null,null
10PCK-T,5056Y,CENTRO,19.6298149,-99.03776119999999,null,null,null,null
10PCK-Z,505B7,CENTRO,19.7814651,-99.0709315,null,null,null,null
10MEX-AP,50CBH,Aeropuerto,19.4025437,-99.1370778,null,null,null,null
10PCK-P,50EVM,CENTRO,20.1069863,-98.7472851,null,null,null,null
50GPC,CENTRO,Zumpango,19.83946,-99.23369,null,null,null,null
10QRO-N,50J06,Norte,32.7465982,-97.3291991,null,null,null,null
10MEX-CT,5088G,CENTRO,19.4038104,-99.13837559999999,null,null,null,null
10QRO-N,508YC,CENTRO,20.6091611,-100.384017,null,null,null,null
10PCK-GM,5067R,CENTRO,19.6111451,-99.04259770000002,null,null,null,null
10MEX-CT,50AFW,CENTRO,19.4267068,-99.14351979999999,null,null,null,null
10GTO-GA,50BJW,Guanajuato_Aguascalientes,37.4180951010362,-122.098531723022,null,null,null,null
10GTO-GS,50UFB,Guanajuato_Sur,37.4180951010362,-122.098531723022,null,null,null,null
12NEO,52XRK,Leon_Bara,20.380283,-99.99255769999999,null,null,null,null
10CUE-CV,50ALQ,CENTRO,18.9025019,-99.1972758,null,null,null,null
10PCK-P,500RB,CENTRO,20.0860575,-98.7499533,null,null,null,null
10GTO-A,509CX,Aguascalientes,22.1482,-102.27203,null,null,null,null
