Plaza,Tienda,Zona,lat,lon,background_avg,best_effort_avg,video_avg,voice_avg
,,,,,,,,
10VCZ-X,50IQE,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-P,50NSD,Poza_Rica,21.3494369,-97.6868499,null,null,null,null
10VCZ-X,50IQE,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-P,50NSD,Poza_Rica,21.3494369,-97.6868499,null,null,null,null
10VCZ-X,50IQE,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-P,50NSD,Poza_Rica,21.3494369,-97.6868499,null,null,null,null
10VCZ-C,50F9E,Cordoba,19.1536733,-96.1938055,null,null,null,null
10PBA-C,50FHL,Cholula,18.8826174,-98.4361835,null,null,null,null
10PBA-A,50CWW,Angelopolis,19.0103687,-98.2104648,null,null,null,null
10PBA-C,50Y6W,Cholula,19.06955,-98.29516,null,null,null,null
10TGX,50FFR,SURESTE,16.7511,-93.07429,null,null,null,null
10CAN-CI,50EL7,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-X,50ZF9,SURESTE,37.4180951010362,-122.098531723022,,,,
10PBA-C,504ES,Cholula,19.169087,-98.3115816,null,null,null,null
10VCZ-C,50RHQ,Cordoba,18.8937324,-96.93567399999999,null,null,null,null
10VHT-C,50GKJ,Chontalpa,18.0490859,-92.9291166,null,null,null,null
10VCZ-C,50GTV,Cordoba,18.4494976,-96.3605017,null,null,null,null
10VCZ-X,5040J,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-C,50BTP,Cholula,32.715738,-117.1610838,null,null,null,null
10TGX,50MBO,SURESTE,38.0581452,-1.2002522,null,null,null,null
10PBA-C,50BLR,Cholula,19.0497643,-98.2312741,null,null,null,null
10PBA-C,50U6H,Cholula,19.0715494,-98.31563299999999,null,null,null,null
10PBA-A,50HSK,Angelopolis,18.9889031,-98.2692687,null,null,null,null
10TGX,507JS,SURESTE,16.8286319,-93.18800829999999,null,null,null,null
10PBA-C,50O7Y,Cholula,18.2014651,-98.2634133,null,null,null,null
10CAN-U,501QK,SURESTE,20.9069136,-89.6953795,null,null,null,null
10VCZ-C,50QDY,Cordoba,18.8956583,-96.9446913,null,null,null,null
10PBA-V,50YNY,SURESTE,18.881833,-97.7320163,null,null,null,null
10CAN-CI,50UN4,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-P,50C4X,Poza_Rica,20.9655472,-97.3908671,null,null,null,null
10TGX,50KKC,SURESTE,16.7344302,-93.048813,null,null,null,null
10PBA-C,50O3J,Cholula,19.179437,-98.3806891,null,null,null,null
10VHT-O,50YHM,Oaxaca,15.8969852,-96.93780509999999,null,null,null,null
10VCZ-B,50IYZ,Boca_del_Rio,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-CC,50MN1,Coatzacoalcos,17.9890406,-94.5352183,null,null,null,null
10PBA-C,50H79,Cholula,19.126203,-98.28147469999999,null,null,null,null
10VCZ-X,50QHD,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-T,50HA8,SURESTE,19.9396738,-97.2891152,null,null,null,null
10PBA-V,50YGE,SURESTE,18.8948568,-97.6578021,null,null,null,null
10CAN-U,50PQ3,SURESTE,20.9546579,-89.5957281,null,null,null,null
10TGX,50C33,SURESTE,16.7859137,-93.10970119999999,null,null,null,null
10VCZ-C,50JG6,Cordoba,19.1676613,-96.23361949999999,null,null,null,null
10PBA-T,506I8,SURESTE,19.9400127,-97.9617373,null,null,null,null
10VHT-O,50G0Y,Oaxaca,17.0281439,-96.7360188,null,null,null,null
10PBA-C,50NGZ,Cholula,19.2799561,-98.43442309999999,null,null,null,null
10CAN-X,50UP0,SURESTE,20.6664916,-87.0919984,null,null,null,null
10PBA-C,50K5Q,Cholula,19.110436,-98.2626428,null,null,null,null
10VCZ-P,50BFB,Poza_Rica,20.8893975,-97.65752370000001,null,null,null,null
10PBA-C,50NDT,Cholula,19.0774868,-98.18777759999999,null,null,null,null
10CAN-CI,50XS0,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-U,50HU4,SURESTE,20.9189627,-89.62634159999999,null,null,null,null
10PBA-V,503SJ,SURESTE,19.0686656,-98.14710629999999,null,null,null,null
10PBA-C,50WJR,Cholula,18.9023586,-98.4367368,null,null,null,null
10VCZ-B,50BKU,Boca_del_Rio,19.0799972,-96.1584986,null,null,null,null
10VCZ-C,50JJR,Cordoba,18.3648207,-95.79673000000001,null,null,null,null
10PBA-T,506T4,SURESTE,19.2492096,-97.892911,null,null,null,null
10VCZ-P,50SUR,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-CI,5009D,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-C,50SKD,Chontalpa,18.0065674,-92.9388228,null,null,null,null
10CAN-U,501ZA,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-CC,50634,Coatzacoalcos,18.1252736,-94.13858189999999,null,null,null,null
10PBA-A,505EM,Angelopolis,19.0107986,-98.245775,null,null,null,null
10PBA-V,5051K,SURESTE,19.0465642,-98.0929177,null,null,null,null
10VCZ-P,50OL4,Poza_Rica,20.7076935,-97.488745,null,null,null,null
10TGX,50WJT,SURESTE,16.2408086,-92.1333628,null,null,null,null
10TGX,504IT,SURESTE,16.7580533,-93.38897419999999,null,null,null,null
10VHT-C,50MEI,Chontalpa,17.9755405,-92.93507609999999,null,null,null,null
10VCZ-B,50YXL,Boca_del_Rio,19.1780491,-96.1288426,null,null,null,null
10VHT-C,50WFK,Chontalpa,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-O,50WKY,Oaxaca,16.5517911,-95.0903024,null,null,null,null
10PBA-A,50MZK,Angelopolis,19.0271904,-98.23652609999999,null,null,null,null
10PBA-C,50PFI,Cholula,19.113121,-98.2474866,null,null,null,null
10PBA-T,50WYS,SURESTE,19.6065236,-98.1223996,null,null,null,null
10CAN-K,50G9U,Kukulkan,29.4508748,-95.0286488,null,null,null,null
10PBA-A,50RQH,Angelopolis,19.0157675,-98.19911689999999,null,null,null,null
10VCZ-X,50EV8,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-O,50XUW,Oaxaca,17.0903191,-96.74889739999999,null,null,null,null
10VCZ-P,503BR,Poza_Rica,20.4768242,-97.4515594,null,null,null,null
10TGX,50WMH,SURESTE,16.2528212,-92.1355551,null,null,null,null
10CAN-X,50MU0,SURESTE,20.615865,-87.093899,null,null,null,null
10TGX,50KE6,SURESTE,19.3089467,-98.9559658,null,null,null,null
10PBA-A,50ZRF,Angelopolis,19.0588196,-98.2219814,null,null,null,null
10VCZ-X,50KQA,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10TGX,50YGW,SURESTE,16.715194,-92.613193,null,null,null,null
10PBA-C,50B3B,Cholula,19.107006,-98.2643573,null,null,null,null
10PBA-V,50KH4,SURESTE,19.0699079,-98.1215677,null,null,null,null
10VCZ-CC,50WS8,Coatzacoalcos,17.9041507,-94.10533070000001,null,null,null,null
10VCZ-CC,50PM1,Coatzacoalcos,18.2604736,-94.6941336,null,null,null,null
10VCZ-X,5038C,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-T,50LZB,SURESTE,19.2455607,-98.185762,null,null,null,null
10PBA-V,50DCC,SURESTE,19.0426216,-98.17486319999999,null,null,null,null
10PBA-T,508X7,SURESTE,19.8416349,-98.0315179,null,null,null,null
10VHT-V,500PY,SURESTE,17.7583022,-92.5924554,null,null,null,null
10CAN-U,509VV,SURESTE,20.898569,-89.66558599999999,null,null,null,null
10VCZ-X,50AKI,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-P,50ETQ,Poza_Rica,21.3526082,-98.22539929999999,null,null,null,null
10PBA-T,5071J,SURESTE,19.400726,-98.1374182,null,null,null,null
10VCZ-C,50YAY,Cordoba,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-B,50NPV,Boca_del_Rio,19.1993425,-96.14043830000001,null,null,null,null
10VCZ-X,507EM,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-X,50LZ8,SURESTE,20.6650121,-87.1217719,null,null,null,null
10CAN-U,5081G,SURESTE,20.9099635,-89.6004394,null,null,null,null
10VCZ-B,50CQ0,Boca_del_Rio,18.7226787,-95.98690909999999,null,null,null,null
10VCZ-X,50GHW,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-O,50SWZ,Oaxaca,16.1774782,-95.1881757,null,null,null,null
10TGX,50DWA,SURESTE,16.7455473,-93.1771334,null,null,null,null
10VCZ-B,5018M,Boca_del_Rio,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-C,50ZRI,Cholula,19.0282379,-98.2582401,null,null,null,null
10VCZ-P,50JUH,Poza_Rica,21.1843885,-97.7471025,null,null,null,null
10VCZ-P,507IV,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-X,50MBV,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-CI,50VT5,Chichen_Itza,20.9948337,-89.5709844,null,null,null,null
10PBA-C,507BQ,Cholula,18.6208075,-98.47101699999999,null,null,null,null
10TGX,50AZB,SURESTE,16.7230331,-92.6300931,null,null,null,null
10CAN-CI,50G3U,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10TGX,504FF,SURESTE,16.7542976,-93.1861448,null,null,null,null
10VHT-V,50NEE,SURESTE,17.9717319,-92.9083505,null,null,null,null
10PBA-V,50BPG,SURESTE,19.0539184,-98.166959,null,null,null,null
10PBA-T,50ISC,SURESTE,19.3236863,-98.2009453,null,null,null,null
10VHT-V,50USU,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-CI,50VO3,Chichen_Itza,21.0352207,-89.6357563,null,null,null,null
10VCZ-P,50KYB,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-V,509IA,SURESTE,18.8687311,-97.7172284,null,null,null,null
10TGX,50ELI,SURESTE,16.7447947,-93.1064166,null,null,null,null
10MDA,50BY2,Merida,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-X,50FYH,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-C,50RKW,Chontalpa,18.0077372,-92.944793,null,null,null,null
10VHT-V,50TZL,SURESTE,18.1022197,-92.86558939999999,null,null,null,null
10VCZ-B,5018T,Boca_del_Rio,18.4303524,-95.1768604,null,null,null,null
10CAN-CI,50MFC,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-V,503VJ,SURESTE,18.9881345,-98.1940091,null,null,null,null
10PBA-A,501N6,Angelopolis,19.1540864,-98.2022641,null,null,null,null
10CAN-U,502XH,SURESTE,20.8238057,-89.7415165,null,null,null,null
10VCZ-C,509OS,Cordoba,18.753679,-96.771243,null,null,null,null
10VCZ-P,50DNI,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-P,501D8,Poza_Rica,20.5290622,-97.4413592,null,null,null,null
10PBA-A,50ZOL,Angelopolis,19.0015455,-98.2368716,null,null,null,null
10VCZ-X,50QHS,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-X,50EQH,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-O,50JXB,Oaxaca,15.8629727,-97.07109899999999,null,null,null,null
10VHT-O,50TDH,Oaxaca,15.8685991,-97.07959749999999,null,null,null,null
10VCZ-X,50OQV,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-V,50UW0,SURESTE,17.7106269,-92.0154933,null,null,null,null
10VCZ-CC,50PLR,Coatzacoalcos,17.9944819,-94.53214729999999,null,null,null,null
10VHT-V,50DYY,SURESTE,17.9838776,-92.9450484,null,null,null,null
10VCZ-CC,50KTI,Coatzacoalcos,17.9864591,-94.55921889999999,,,,
10VCZ-C,50QFO,Cordoba,19.1451876,-96.1599897,null,null,null,null
10VCZ-B,50QC3,Boca_del_Rio,18.3915125,-66.17655599999999,null,null,null,null
10CAN-X,50DHD,SURESTE,20.8668697,-86.90167149999999,null,null,null,null
10CAN-U,50WAF,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-CC,50WRT,Coatzacoalcos,17.9546899,-94.9234094,null,null,null,null
10VCZ-X,508F1,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-CC,50YHP,Coatzacoalcos,17.9486651,-94.9133506,null,null,null,null
10VCZ-P,50E0O,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-C,50YWZ,Cordoba,18.90555,-96.95485,null,null,null,null
10VCZ-C,50VOS,Cordoba,18.8419476,-97.1061288,null,null,null,null
10VCZ-P,500KO,Poza_Rica,20.5263994,-97.47062439999999,null,null,null,null
10VCZ-B,50MAL,Boca_del_Rio,19.1998352,-96.1361915,null,null,null,null
10VCZ-C,50ACL,Cordoba,19.0448373,-96.4230237,null,null,null,null
10VHT-O,50YHQ,Oaxaca,15.9799244,-97.0794263,null,null,null,null
10VCZ-C,50CR2,Cordoba,18.4405837,-96.3485715,null,null,null,null
10VCZ-P,50AZ9,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-B,500I4,Boca_del_Rio,19.1610058,-96.1537549,null,null,null,null
10VCZ-C,508KI,Cordoba,18.1098076,-95.8812804,null,null,null,null
10PBA-C,5002V,Cholula,19.1023213,-98.2672585,null,null,null,null
10TGX,50QKD,SURESTE,14.8634814,-92.446344,null,null,null,null
10VCZ-C,50QHM,Cordoba,18.4490498,-96.35799999999999,null,null,null,null
10VCZ-CC,50GNH,Coatzacoalcos,17.9432641,-94.9078352,null,null,null,null
10PBA-V,5053I,SURESTE,18.9909136,-98.16699720000001,null,null,null,null
10TGX,50DXX,SURESTE,16.7516009,-93.1029939,null,null,null,null
10PBA,50LZD,Puebla,19.220209,-97.8204791,null,null,null,null
10PBA-T,50MXH,SURESTE,19.3809528,-98.1346015,null,null,null,null
10TGX,50GNF,SURESTE,16.7212284,-92.6561571,null,null,null,null
10VCZ-B,5059C,Boca_del_Rio,19.0526387,-96.06097,null,null,null,null
10PBA-T,50MXE,SURESTE,19.3230734,-98.2556719,null,null,null,null
10VCZ-X,50HT0,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-B,50FHR,Boca_del_Rio,19.1981497,-96.1456741,null,null,null,null
10TGX,50FMF,SURESTE,16.769939,-93.1246508,null,null,null,null
10TGX,50XWO,SURESTE,14.907303,-92.2655012,null,null,null,null
10VCZ-P,50TUA,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-T,50IWJ,SURESTE,19.926736,-97.9651806,null,null,null,null
10TGX,50FYJ,SURESTE,16.7747397,-93.1020916,null,null,null,null
10PBA-V,50JAX,SURESTE,19.0640939,-98.1028996,null,null,null,null
10TGX,50HHG,SURESTE,14.6790641,-92.15033849999999,null,null,null,null
10VHT-O,50SAZ,Oaxaca,16.47977,-95.04019,null,null,null,null
10PBA-T,505D8,SURESTE,19.8570859,-97.45588529999999,null,null,null,null
10VHT-O,50WEX,Oaxaca,16.8777284,-95.04230539999999,null,null,null,null
10TGX,50IQN,SURESTE,16.7212284,-92.6561571,null,null,null,null
10CAN-X,50O4F,SURESTE,20.5071703,-86.9446237,null,null,null,null
10PBA-T,50MQI,SURESTE,19.4185623,-98.1448444,null,null,null,null
10VCZ-P,50OAJ,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
10TGX,50KHT,SURESTE,14.907303,-92.2655012,null,null,null,null
10PBA-A,50PLG,Angelopolis,19.0054886,-98.211771,null,null,null,null
10TGX,50DWW,SURESTE,16.7488063,-93.1787044,null,null,null,null
10PBA-C,50PIH,Cholula,18.9083037,-98.450908,null,null,null,null
10PBA-A,50NBR,Angelopolis,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-A,50MRT,Angelopolis,19.0197305,-98.24496959999999,null,null,null,null
10PBA-T,5084B,SURESTE,19.42869,-98.16086829999999,null,null,null,null
10PBA-V,50IWE,SURESTE,18.4602653,-97.41411459999999,null,null,null,null
10VCZ-P,50GDH,Poza_Rica,20.4461811,-97.3286437,null,null,null,null
10VCZ-P,50TIH,Poza_Rica,20.477006,-97.451222,null,null,null,null
10VCZ-X,50OHV,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-O,50FEU,Oaxaca,16.1756946,-95.19244789999999,null,null,null,null
10VHT-V,503O4,SURESTE,18.6504879,-91.80745859999999,null,null,null,null
10CAN-CI,502W2,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-CI,50WD3,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-P,5005I,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-T,50EFY,SURESTE,19.3251794,-98.2199308,null,null,null,null
10VCZ-C,50L1G,Cordoba,18.3708496,-95.75598579999999,null,null,null,null
10VHT-C,504PT,Chontalpa,18.3845872,-93.2215435,null,null,null,null
10VHT-O,505KT,Oaxaca,17.1264036,-96.7675988,null,null,null,null
10VCZ-B,503QS,Boca_del_Rio,19.1851807,-96.15407739999999,null,null,null,null
10VCZ-P,50GUC,Poza_Rica,20.9605784,-97.4115345,null,null,null,null
10VCZ-C,50R8D,Cordoba,19.1472865,-96.96545069999999,null,null,null,null
10VCZ-P,50CGS,Poza_Rica,20.449593,-97.08547879999999,null,null,null,null
10PBA-A,50EOQ,Angelopolis,19.0214714,-98.2240108,null,null,null,null
10VCZ-C,50OOK,Córdoba,18.89491,-96.94073,null,null,null,null
10VCZ-X,50KXJ,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-A,50PME,Angelopolis,18.9873581,-98.2362477,null,null,null,null
10VCZ-B,50FQL,Boca_del_Rio,19.1093155,-96.1496747,null,null,null,null
10VHT-C,50EQF,Chontalpa,18.0645969,-92.9372382,null,null,null,null
10VCZ-B,50XI9,Boca_del_Rio,19.1805242,-96.1275656,null,null,null,null
10VCZ-X,50AWK,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-X,50LAI,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-B,508PB,Boca_del_Rio,19.1778439,-96.14504579999999,null,null,null,null
10VCZ-B,50OUA,Boca_del_Rio,19.1539751,-96.1143607,null,null,null,null
10VCZ-CC,50PJR,Coatzacoalcos,18.1097593,-94.4013278,null,null,null,null
10PBA-V,50YPH,SURESTE,19.0373231,-97.7031861,null,null,null,null
10PBA-A,50AZU,Angelopolis,19.0323,-98.2216931,null,null,null,null
10TGX,50ABF,SURESTE,14.8981987,-92.2802563,null,null,null,null
10VHT-O,50LPB,Oaxaca,17.0226303,-96.72997749999999,null,null,null,null
10TGX,50CCG,SURESTE,16.7355785,-93.0817474,null,null,null,null
10VCZ-X,50RSP,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-P,50R71,Poza_Rica,20.4989807,-97.46907589999999,null,null,null,null
10VCZ-CC,50EFE,Coatzacoalcos,18.1406386,-94.44531409999999,null,null,null,null
10VHT-O,50KLG,Oaxaca,15.8319726,-96.3207761,null,null,null,null
10VCZ-CC,507AT,Coatzacoalcos,18.0688899,-94.5863899,null,null,null,null
10CAN-CI,50F8S,Chichen_Itza,21.098173,-89.2799763,null,null,null,null
10VCZ-X,50GGB,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-A,50PXM,Angelopolis,18.9906455,-98.2484873,null,null,null,null
10VCZ-C,50FTT,Cordoba,18.8999584,-96.99766029999999,null,null,null,null
10VCZ-P,50QVI,Poza_Rica,20.510946,-97.42767549999999,null,null,null,null
10VCZ-P,50VHM,Poza_Rica,20.5289689,-97.4608303,null,null,null,null
10PBA-A,50OGP,Angelopolis,19.032108,-98.2096998,null,null,null,null
10CAN-K,50ET9,Kukulkan,21.1656653,-86.82073240000001,null,null,null,null
10VCZ-X,50A0U,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-B,50ERK,Boca_del_Rio,19.1514545,-96.1270254,null,null,null,null
10MDA,50I8C,Merida,20.9607426,-89.6522267,null,null,null,null
10VCZ-P,50UTX,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-C,50ELW,Cholula,19.3527297,-98.9888679,null,null,null,null
10CAN-CI,5009Z,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-CI,506LL,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-V,50JBW,SURESTE,19.0457702,-98.0354169,null,null,null,null
10VCZ-CC,500ND,Coatzacoalcos,17.9655019,-94.7444203,null,null,null,null
10TGX,50MKY,SURESTE,15.4355754,-92.899177,null,null,null,null
10PBA-A,50U4D,Angelopolis,18.9995056,-98.274805,null,null,null,null
10VCZ-P,50GXZ,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
,,,19.1493263,-96.10234679999999,null,null,null,null
10VCZ-P,50BXG,Poza_Rica,20.5627552,-97.440224,null,null,null,null
10VCZ-P,50N6Q,Poza_Rica,20.0744486,-97.0580058,null,null,null,null
10CAN-CI,50Q1S,Chichen_Itza,21.2666669,-89.7500001,null,null,null,null
10VCZ-X,50RNX,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-O,50923,Oaxaca,16.13118701548116,-97.60870814323427,null,null,null,null
10VHT-V,504JI,SURESTE,18.7842824,-91.4918344,null,null,null,null
10VCZ-C,50TVU,Cordoba,19.1734082,-96.2229948,null,null,null,null
10VCZ-P,50TEA,Poza_Rica,20.5397419,-97.46564149999999,null,null,null,null
10VCZ-CC,50VII,Coatzacoalcos,18.1376371,-94.14606959999999,null,null,null,null
10CAN-CI,505M7,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10VCZ-B,50I6W,Boca_del_Rio,19.189904,-96.1388436,null,null,null,null
10VCZ-X,502WA,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-C,50HTJ,Cholula,19.0463502,-98.2902962,null,null,null,null
,,,37.4180951010362,-122.098531723022,null,null,null,null
10PBA-A,50DSE,Angelopolis,18.9856213,-98.20335109999999,null,null,null,null
10VHT-C,50QLB,Chontalpa,18.4001291,-93.20662759999999,null,null,null,null
10VCZ-P,50ILV,Poza_Rica,20.9511353,-97.4150287,null,null,null,null
10CAN-K,50NXV,Kukulkan,21.1501078,-86.7934119,null,null,null,null
10PBA-V,50YP9,SURESTE,18.4722176,-97.40295139999999,null,null,null,null
10VCZ-CC,50C4C,Coatzacoalcos,17.8880181,-94.9565273,null,null,null,null
10VCZ-P,50TDG,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-O,50C3Y,Oaxaca,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-CI,50F16,Chichen_Itza,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-C,50XOE,Chontalpa,17.8652121,-92.92445649999999,null,null,null,null
10CAN-U,50P13,SURESTE,19.8283247,-90.5105009,null,null,null,null
10VHT-C,50WGM,Chontalpa,17.8636,-93.3849678,null,null,null,null
10VCZ-P,50CQE,Poza_Rica,20.5270592,-97.4629119,null,null,null,null
10PBA-T,508XR,SURESTE,19.4671573,-98.34599809999999,null,null,null,null
10TGX,50HNH,SURESTE,17.6380599,-91.94555989999999,null,null,null,null
10CAN-K,50CYK,Kukulkan,21.1574664,-86.8380033,null,null,null,null
,,,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-U,50CK4,SURESTE,20.9563869,-89.7145161,null,null,null,null
10VCZ-C,50YGA,Cordoba,18.8292825,-96.8002704,null,null,null,null
10PBA-V,50RSR,SURESTE,19.0594905,-98.15707239999999,null,null,null,null
10PBA-V,50KWT,SURESTE,32.3185311,-96.62106109999999,null,null,null,null
10CAN-U,50MT7,SURESTE,21.007353,-89.69227970000001,null,null,null,null
10CAN-U,50UN3,SURESTE,19.8372312,-90.5411451,null,null,null,null
10TGX,50L76,SURESTE,16.7570561,-93.1472596,null,null,null,null
10VHT-V,506MM,SURESTE,18.6504879,-91.80745859999999,null,null,null,null
10VHT-O,50UZ7,Oaxaca,17.078814,-96.7144927,null,null,null,null
10PBA-V,50AMZ,SURESTE,19.0444879,-98.06591949999999,null,null,null,null
10CAN-U,50FZO,SURESTE,19.8423871,-90.5100463,null,null,null,null
10PBA-C,50RD7,Cholula,19.0566339,-98.2763573,null,null,null,null
10PBA-T,50M2U,SURESTE,19.3145138,-98.2295559,null,null,null,null
10VCZ-B,50NC5,Boca_del_Rio,18.7696745,-96.1752377,null,null,null,null
10TLC-TN,507WY,OCCIDENTE,19.2747958,-99.4683662,null,null,null,null
10CAN-U,50U06,SURESTE,20.9980563,-89.7076091,null,null,null,null
10VCZ-X,50ESJ,SURESTE,19.5372059,-96.8999949,null,null,null,null
10VCZ-C,50S0U,Cordoba,20.6767297,-103.3860101,null,null,null,null
10CAN-X,50IQ7,SURESTE,21.0826539,-86.8571659,null,null,null,null
10VCZ-P,50CQO,Poza_Rica,37.4180951010362,-122.098531723022,null,null,null,null
10CAN-X,504CW,SURESTE,20.4786769,-86.9586539,null,null,null,null
10VCZ-CC,50P7B,Coatzacoalcos,17.9939445,-94.6489096,null,null,null,null
10TGX,50LAQ,SURESTE,14.89493469,-92.26259496,null,null,null,null
10TLC-TN,50E9S,OCCIDENTE,19.1797162,-99.6072894,null,null,null,null
10VCZ-B,5000T,Boca_del_Rio,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-V,50OKX,SURESTE,37.4180951010362,-122.098531723022,null,null,null,null
10VHT-V,50X9G,SURESTE,18.6576615,-91.8330525,null,null,null,null
10VHT-V,50HD5,SURESTE,18.6459154,-91.80266689999999,null,null,null,null
10VCZ-C,503Z9,Cordoba,18.8539453,-97.0775559,null,null,null,null
10VHT-V,50KOQ,SURESTE,18.5276504,-92.644404,null,null,null,null
10CAN-CI,50D7L,Chichen_Itza,21.0734045,-89.6557388,null,null,null,null
10VCZ-C,50CVZ,Córdoba,19.17298,-96.16107,null,null,null,null
10PBA-T,5084K,SURESTE,19.31642,-97.93746,null,null,null,null
10PBA-C,50BH7,Cholula,18.9099618,-98.4140008,null,null,null,null
10VHT-V,50WWE,SURESTE,18.022907,-92.93507609999999,null,null,null,null
10CAN-CI,5005B,Chichen_Itza,20.9844225,-89.579234,null,null,null,null
10CAN-U,50IGH,SURESTE,20.933965,-89.67574379999999,null,null,null,null
10CAN-CI,50WFC,Chichen_Itza,21.2789817,-89.6966044,null,null,null,null
10CAN-U,508VP,SURESTE,19.8365664,-90.5240301,null,null,null,null
10CAN-CI,50BRC,Chichen_Itza,21.0067556,-89.5709844,null,null,null,null
10CAN-CI,50L05,Chichen_Itza,21.0682292,-89.5533946,null,null,null,null
10PBA-A,50W7O,Angelopolis,19.0228749,-98.22484759999999,null,null,null,null
10VHT-V,50BJR,SURESTE,18.6561662,-91.8294334,null,null,null,null
10CAN-K,50X65,Kukulkan,21.1789657,-86.89305999999999,null,null,null,null
10CAN-CI,508U6,Chichen_Itza,21.0381057,-89.59337219999999,null,null,null,null
10PBA-C,50QIG,Cholula,19.1164843,-98.3594561,null,null,null,null
10VHT-O,50ILE,Oaxaca,16.17766,-95.19241,null,null,null,null
10VCZ-P,50ZFJ,Poza_Rica,20.5226147,-97.4561518,null,null,null,null
10TGX,50EA3,SURESTE,16.7405533,-92.6425027,null,null,null,null
10TGX,50CIK,SURESTE,16.7098853,-92.6214083,null,null,null,null
10CAN-U,50ABB,SURESTE,20.9809666,-89.6522451,null,null,null,null
10CAN-K,50ZTY,Kukulkan,21.141107,-86.9056002,null,null,null,null
